generation,leftchild,rightchild,abstime,betainit,betashift
6900001,Pongo_pygmaeus,Trachypithecus_geei,25.2334,0.23904,-0.0619526
7000001,Galago_matschiei,Tarsius_dianae,0,1.69739,-0.088956
7000001,Galago_matschiei,Daubentonia_madagascariensis,5.38018,0.256605,-0.0312992
7000001,Cebus_capucinus,Cebus_albifrons,63.4406,0.0431891,-0.200264
7000001,Callithrix_pygmaea,NA,62.218,0.71982,-0.0710498
7000001,Macaca_sylvanus,Macaca_tonkeana,57.1718,0.289455,-0.100154
7000001,Pongo_pygmaeus,Trachypithecus_geei,22.3615,0.203533,-0.0532746
7100001,Galago_matschiei,Tarsius_dianae,0,1.16909,-0.0865115
7100001,Microcebus_rufus,NA,64.011,0.0730643,-0.0291575
7100001,Galago_matschiei,Daubentonia_madagascariensis,3.41117,0.553401,-0.0314377
7100001,Cebus_apella,NA,64.7072,0.237788,-0.0218047
7100001,Cebus_capucinus,Cebus_albifrons,62.7342,0.526671,-0.0795201
7100001,Callithrix_pygmaea,NA,61.5129,1.46442,-0.0180383
7100001,Macaca_sylvanus,Macaca_tonkeana,57.1702,0.130421,-0.0309065
7100001,Pongo_pygmaeus,Trachypithecus_geei,17.477,0.633422,-0.0754083
7200001,Galago_matschiei,Tarsius_dianae,0,1.86964,-0.0865115
7200001,Galago_matschiei,Daubentonia_madagascariensis,3.93825,0.186578,-0.0224401
7200001,Callithrix_pygmaea,NA,62.017,0.22227,-0.0806245
7200001,Macaca_sylvanus,Macaca_tonkeana,57.2333,0.151909,-0.0107849
7200001,Pongo_pygmaeus,Trachypithecus_geei,16.5012,0.369036,-0.0644674
7300001,Galago_matschiei,Tarsius_dianae,0,1.65032,-0.0870423
7300001,Galago_matschiei,Daubentonia_madagascariensis,8.49604,0.15636,-0.0204031
7300001,Cebus_capucinus,Cebus_albifrons,64.4812,0.217924,-0.0755252
7300001,Callithrix_pygmaea,Callithrix_humeralifera,60.2972,0.269217,-0.205533
7300001,Macaca_tonkeana,Macaca_arctoides,57.9941,0.183731,-0.0737415
7300001,Miopithecus_talapoin,NA,60.7852,3.54846,-0.210328
7300001,Pongo_pygmaeus,Trachypithecus_geei,18.1286,0.666255,-0.0744934
7400001,Galago_matschiei,Tarsius_dianae,0,1.28007,-0.0827472
7400001,Galago_matschiei,Daubentonia_madagascariensis,7.77866,0.155955,-0.0186323
7400001,Callithrix_pygmaea,Callithrix_humeralifera,58.1655,0.270765,-0.208122
7400001,Macaca_tonkeana,Macaca_arctoides,58.0482,0.536174,-0.0761227
7400001,Pongo_pygmaeus,Trachypithecus_geei,22.5362,0.669353,-0.0776016
7500001,Galago_matschiei,Tarsius_dianae,0,0.491118,-0.0714149
7500001,Galago_matschiei,Daubentonia_madagascariensis,11.4898,0.102269,-0.00420895
7500001,Cebus_olivaceus,Cebus_capucinus,43.7113,0.196063,-0.0231071
7500001,Callithrix_pygmaea,Callithrix_humeralifera,61.3674,0.122562,-0.4541
7500001,Macaca_tonkeana,Macaca_arctoides,58.8252,0.125819,-0.0115217
7500001,Pongo_pygmaeus,Trachypithecus_geei,14.1839,1.8772,-0.0871473
7600001,Galago_matschiei,Tarsius_dianae,0,0.565279,-0.0714149
7600001,Galago_matschiei,Daubentonia_madagascariensis,7.25256,0.0949268,-0.00455538
7600001,Cebus_capucinus,Cebus_albifrons,63.8692,0.128253,-0.0325646
7600001,Callithrix_pygmaea,Callithrix_humeralifera,60.6593,0.581512,-0.190165
7600001,Macaca_sylvanus,Macaca_tonkeana,57.183,0.213339,-0.088158
7600001,Pongo_pygmaeus,Trachypithecus_geei,24.139,2.57408,-0.117332
7700001,Galago_matschiei,Tarsius_dianae,0,0.468673,-0.0656831
7700001,Galago_matschiei,Daubentonia_madagascariensis,12.4193,0.0626562,-0.00125151
7700001,Cebus_albifrons,NA,65.0189,0.672988,-0.324412
7700001,Callithrix_pygmaea,NA,63.7569,0.380558,-0.246272
7700001,Macaca_sylvanus,Macaca_tonkeana,56.9146,1.01569,-0.230163
7700001,Pongo_pygmaeus,Trachypithecus_geei,25.4559,1.57107,-0.113748
7800001,Galago_matschiei,Tarsius_dianae,0,0.543634,-0.0671443
7800001,Galago_matschiei,Daubentonia_madagascariensis,1.36979,0.064016,-0.00125151
7800001,Cebus_capucinus,Cebus_albifrons,62.5216,1.32794,-0.260566
7800001,Callithrix_pygmaea,NA,62.5688,0.350962,-0.111494
7800001,Macaca_tonkeana,Macaca_arctoides,58.4808,0.609104,-0.133981
7800001,Trachypithecus_geei,Mandrillus_sphinx,33.5003,0.0921517,-0.0484855
7900001,Galago_matschiei,Tarsius_dianae,0,0.731904,-0.0640522
7900001,Galago_matschiei,Daubentonia_madagascariensis,10.0027,0.0612865,-0.00183221
7900001,Macaca_sylvanus,Macaca_tonkeana,57.1854,0.145431,-0.0584504
8000001,Galago_matschiei,Tarsius_dianae,0,0.797336,-0.0650155
8000001,Galago_matschiei,Perodicticus_potto,38.0098,0.466496,-0.0774659
8000001,Galago_matschiei,Daubentonia_madagascariensis,2.32762,0.403159,-0.0378738
8000001,Mandrillus_sphinx,Macaca_sylvanus,54.304,0.474152,-0.177215
8000001,Miopithecus_talapoin,NA,59.0991,0.788223,-0.370283
8100001,Galago_matschiei,Tarsius_dianae,0,0.531241,-0.0625409
8100001,Loris_tardigradus,NA,56.262,0.0542118,-0.0440326
8100001,Galago_matschiei,Daubentonia_madagascariensis,5.24055,0.477892,-0.0325282
8100001,Mandrillus_sphinx,Macaca_sylvanus,55.8393,1.37165,-0.258476
8100001,Miopithecus_talapoin,NA,62.7706,0.480049,-0.334311
8200001,Galago_matschiei,Tarsius_dianae,0,0.782488,-0.0649259
8200001,Avahi_laniger,NA,61.2131,0.127976,-0.00466964
8200001,Galago_matschiei,Daubentonia_madagascariensis,1.65562,0.350031,-0.0325282
8200001,Mandrillus_sphinx,Macaca_sylvanus,54.7275,0.223882,-0.137591
8300001,Galago_matschiei,Tarsius_dianae,0,0.833364,-0.0645303
8300001,Galago_matschiei,Daubentonia_madagascariensis,0.16533,0.274007,-0.0231154
8300001,Cebus_capucinus,Cebus_albifrons,58.5218,0.378958,-0.177942
8300001,Macaca_sylvanus,Macaca_tonkeana,56.7112,0.195809,-0.0812355
8300001,Miopithecus_talapoin,NA,60.4037,1.01525,-0.159362
8400001,Galago_matschiei,Tarsius_dianae,0,0.841569,-0.0640372
8400001,Galago_matschiei,Daubentonia_madagascariensis,10.43,0.394622,-0.0331259
8400001,Brachyteles_arachnoides,NA,59.2826,0.00521032,-0.0295395
8400001,Ateles_geoffroyi,NA,64.3019,0.463383,-0.2483
8400001,Macaca_tonkeana,Macaca_arctoides,57.8578,0.14023,-0.0340121
8400001,Miopithecus_talapoin,NA,63.7825,3.46082,-0.0792769
8500001,Galago_matschiei,Tarsius_dianae,0,0.633125,-0.0605885
8500001,Allocebus_trichotis,Cheirogaleus_medius,51.2469,0.111355,-0.0285127
8500001,Galago_matschiei,Daubentonia_madagascariensis,6.70734,0.182779,-0.0276847
8500001,Mandrillus_sphinx,Macaca_sylvanus,55.5091,0.551149,-0.210534
8600001,Galago_matschiei,Tarsius_dianae,0,0.676031,-0.0599543
8600001,Galago_matschiei,Daubentonia_madagascariensis,3.59079,0.64338,-0.0382112
8600001,Leontopithecus_caissara,NA,58.9702,0.103126,-0.106792
8600001,Mandrillus_sphinx,Macaca_sylvanus,55.4753,0.280255,-0.130121
8700001,Galago_matschiei,Tarsius_dianae,0,0.638821,-0.0615502
8700001,Phaner_furcifer,Allocebus_trichotis,45.1517,0.755268,-0.0621318
8700001,Galago_matschiei,Daubentonia_madagascariensis,7.25988,0.249713,-0.0381512
8700001,Macaca_sylvanus,Macaca_tonkeana,56.1548,0.224172,-0.0298512
8700001,Miopithecus_talapoin,NA,59.235,0.662259,-0.160008
8800001,Galago_matschiei,Tarsius_dianae,0,0.873255,-0.0631153
8800001,Galago_matschiei,Daubentonia_madagascariensis,11.5008,0.257003,-0.0247271
8800001,Macaca_tonkeana,Macaca_arctoides,58.5392,0.280428,-0.18464
8800001,Miopithecus_talapoin,NA,58.8945,0.485984,-0.192239
8900001,Galago_matschiei,Tarsius_dianae,0,1.94553,-0.0631153
8900001,Callithrix_pygmaea,NA,63.0194,0.517734,-0.0272741
8900001,Chiropotes_satanas,Cebus_olivaceus,16.2403,0.0573295,-0.0398143
8900001,Pygathrix_brelichi,Pygathrix_bieti,63.8973,0.50662,-0.0332797
8900001,Macaca_tonkeana,Macaca_arctoides,57.9472,0.20439,-0.0464376
9000001,Galago_matschiei,Tarsius_dianae,0,1.34021,-0.0626558
9000001,Allocebus_trichotis,Microcebus_coquereli,55.6685,0.974597,-0.0356467
9000001,Callithrix_pygmaea,NA,64.4568,3.10144,-0.445925
9000001,Chiropotes_satanas,Cebus_olivaceus,28.4908,0.0418458,-0.0472055
9000001,Macaca_sylvanus,Macaca_tonkeana,57.3938,0.122257,-0.0280412
9100001,Galago_matschiei,Tarsius_dianae,0,0.993736,-0.0624578
9100001,Galago_matschiei,Perodicticus_potto,36.8071,0.324974,-0.0666681
9100001,Saimiri_ustus,NA,64.7333,0.692174,-0.0258742
9100001,Callithrix_pygmaea,Callithrix_flaviceps,51.0042,0.0732049,-0.0570113
9100001,Chiropotes_satanas,Cebus_olivaceus,32.4795,0.0352492,-0.0498225
9100001,Mandrillus_sphinx,Macaca_sylvanus,54.7006,0.277716,-0.100627
9200001,Galago_matschiei,Tarsius_dianae,0,0.879633,-0.0651795
9200001,Galago_matschiei,Perodicticus_potto,19.1246,0.701688,-0.0490826
9200001,Allocebus_trichotis,Microcebus_coquereli,56.2042,0.390093,-0.0902985
9200001,Mandrillus_sphinx,Macaca_sylvanus,53.8662,0.152828,-0.0710664
9300001,Galago_matschiei,Tarsius_dianae,0,0.83521,-0.0635939
9300001,Galago_matschiei,Perodicticus_potto,39.1558,0.436059,-0.0973935
9300001,Phaner_furcifer,Allocebus_trichotis,46.19,1.42923,-0.170402
9300001,Callithrix_pygmaea,NA,64.0912,1.03127,-0.187817
9300001,Mandrillus_sphinx,Macaca_sylvanus,54.1179,0.210774,-0.107774
9400001,Galago_matschiei,Tarsius_dianae,0,0.949524,-0.0610327
9400001,Galago_matschiei,Perodicticus_potto,19.5816,0.443674,-0.0280651
9400001,Allocebus_trichotis,Cheirogaleus_medius,50.2102,0.382386,-0.110496
9400001,Macaca_tonkeana,Macaca_arctoides,58.7929,0.302504,-0.256804
9500001,Galago_matschiei,Tarsius_dianae,0,0.673527,-0.0596966
9500001,Galago_matschiei,Perodicticus_potto,27.8312,0.142846,-0.0124147
9500001,Allocebus_trichotis,Cheirogaleus_medius,50.6031,0.580921,-0.0896893
9500001,Macaca_tonkeana,Macaca_arctoides,58.717,0.191617,-0.0782277
9500001,Miopithecus_talapoin,NA,59.818,2.33661,-0.0388225
9600001,Galago_matschiei,Tarsius_dianae,0,0.80099,-0.0606229
9600001,Galago_matschiei,Perodicticus_potto,16.7885,0.614201,-0.0442413
9600001,Allocebus_trichotis,Cheirogaleus_medius,48.4634,0.12433,-0.0535295
9600001,Hylobates_moloch,NA,64.4117,0.0728194,-0.0334717
9600001,Mandrillus_sphinx,Macaca_sylvanus,53.8638,0.116719,-9.71096e-05
9700001,Galago_matschiei,Tarsius_dianae,0,1.16331,-0.0608239
9700001,Galago_matschiei,Daubentonia_madagascariensis,2.37539,0.776047,-0.04221
9700001,Callithrix_pygmaea,NA,61.437,0.594333,-0.107319
9700001,Chiropotes_satanas,Cebus_olivaceus,26.2466,0.131567,-0.0802384
9700001,Macaca_sylvanus,Macaca_tonkeana,56.87,0.161696,-0.0470893
9800001,Galago_matschiei,Tarsius_dianae,0,0.431175,-0.0541834
9800001,Galago_matschiei,Daubentonia_madagascariensis,0.314162,0.573462,-0.0401192
9800001,Callithrix_pygmaea,NA,62.6231,1.70258,-0.140281
9800001,Mandrillus_sphinx,Macaca_sylvanus,55.7757,0.0792562,-0.0152218
9800001,Miopithecus_talapoin,NA,63.4199,0.631181,-0.155753
9900001,Galago_matschiei,Tarsius_dianae,0,0.485704,-0.055116
9900001,Galago_matschiei,Daubentonia_madagascariensis,4.37165,0.445882,-0.0318806
9900001,Pongo_pygmaeus,NA,53.6271,1.58426,-0.00494588
9900001,Macaca_sylvanus,Macaca_tonkeana,57.5441,0.121936,-0.0317568
10000001,Galago_matschiei,Tarsius_dianae,0,0.359254,-0.0517687
10000001,Galago_matschiei,Daubentonia_madagascariensis,4.57547,0.598554,-0.0389217
10000001,Mandrillus_sphinx,Macaca_sylvanus,54.1719,0.132954,-0.0388325
10100001,Galago_matschiei,Tarsius_dianae,0,0.4513,-0.0523391
10100001,Galago_matschiei,Daubentonia_madagascariensis,7.89999,0.902409,-0.0464683
10100001,Mandrillus_sphinx,Macaca_sylvanus,55.3133,0.176376,-0.0365566
10100001,Erythrocebus_patas,NA,62.7529,0.495379,-0.0264989
10200001,Galago_matschiei,Tarsius_dianae,0,0.289454,-0.0512437
10200001,Galago_matschiei,Daubentonia_madagascariensis,3.07955,0.685666,-0.0389385
10200001,Mandrillus_sphinx,Allenopithecus_nigroviridis,53.3161,0.0567884,-0.0111497
10300001,Galago_matschiei,Tarsius_dianae,0,0.221884,-0.0436993
10300001,Galago_matschiei,Daubentonia_madagascariensis,3.35296,0.250872,-0.0218814
10300001,Mandrillus_sphinx,Allenopithecus_nigroviridis,53.0403,0.252064,-0.119142
10400001,Galago_matschiei,Tarsius_dianae,0,0.19508,-0.045708
10400001,Galagoides_demidoff,NA,62.998,0.270041,-0.288549
10400001,Galago_matschiei,Daubentonia_madagascariensis,6.72885,0.187445,-0.0253489
10400001,Callithrix_pygmaea,NA,62.0597,0.946728,-0.16281
10400001,Pongo_pygmaeus,Gorilla_gorilla,47.7448,0.212998,-0.16477
10400001,Macaca_silenus,Macaca_nemestrina,62.6801,0.346793,-0.00106126
10400001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.3252,0.0737432,-0.0106374
10500001,Galago_matschiei,Tarsius_dianae,0,0.197347,-0.0427732
10500001,Lepilemur_dorsalis,NA,64.6473,0.233129,-0.0758938
10500001,Galago_matschiei,Daubentonia_madagascariensis,0.996661,0.241018,-0.0221598
10500001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.6085,0.174557,-0.0945079
10600001,Galago_matschiei,Tarsius_dianae,0,0.245178,-0.0474007
10600001,Galago_matschiei,Daubentonia_madagascariensis,0.0585081,0.2275,-0.0194854
10600001,Chiropotes_satanas,Pithecia_pithecia,50.4606,0.0159523,-0.0431013
10600001,Callithrix_pygmaea,Callithrix_humeralifera,60.092,0.931953,-0.118584
10600001,Macaca_tonkeana,Macaca_ochreata,61.6838,0.595852,-0.167453
10600001,Mandrillus_sphinx,Allenopithecus_nigroviridis,48.6518,0.259814,-0.108532
10700001,Galago_matschiei,Tarsius_dianae,0,0.2794,-0.047822
10700001,Galago_matschiei,Daubentonia_madagascariensis,8.5862,0.0870565,-0.00555535
10700001,Mandrillus_sphinx,Allenopithecus_nigroviridis,53.5824,0.116861,-0.0480996
10800001,Galago_matschiei,Tarsius_dianae,0,0.40747,-0.0514613
10800001,Galago_matschiei,Daubentonia_madagascariensis,1.24065,0.189375,-0.0191012
10800001,Mandrillus_sphinx,Allenopithecus_nigroviridis,46.9495,0.0886049,-0.0337358
10900001,Galago_matschiei,Tarsius_dianae,0,0.259496,-0.0477506
10900001,Galago_matschiei,Daubentonia_madagascariensis,9.19452,0.136414,-0.0190274
10900001,Callithrix_pygmaea,NA,63.8385,1.74449,-0.132984
10900001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.9524,0.0536788,-0.0126644
11000001,Galago_matschiei,Tarsius_dianae,0,0.165041,-0.0369262
11000001,Galago_matschiei,Daubentonia_madagascariensis,4.87167,0.141416,-0.012531
11000001,Mandrillus_sphinx,Allenopithecus_nigroviridis,48.5243,0.533226,-0.156205
11100001,Galago_matschiei,Tarsius_dianae,0,0.188565,-0.046508
11100001,Galago_matschiei,Daubentonia_madagascariensis,1.7436,0.254302,-0.0209607
11100001,Callithrix_pygmaea,NA,62.5581,0.396904,-0.00798208
11100001,Cercopithecus_solatus,Cercopithecus_preussi,64.2073,0.0521403,-0.015169
11100001,Erythrocebus_patas,Cercopithecus_solatus,58.5095,0.095893,-0.366673
11100001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.8998,0.72653,-0.137152
11200001,Galago_matschiei,Tarsius_dianae,0,0.265613,-0.0477646
11200001,Galago_matschiei,Daubentonia_madagascariensis,13.1942,0.180831,-0.0282717
11200001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.5561,0.368621,-0.106387
11300001,Galago_matschiei,Tarsius_dianae,0,0.280573,-0.0484441
11300001,Galago_matschiei,Daubentonia_madagascariensis,4.36172,0.209573,-0.024898
11300001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.3842,0.0559014,-0.00403608
11400001,Galago_matschiei,Tarsius_dianae,0,0.263458,-0.0441813
11400001,Galago_matschiei,Daubentonia_madagascariensis,4.1115,0.52165,-0.044073
11400001,Macaca_sylvanus,Macaca_tonkeana,56.2991,2.47853,-0.345297
11500001,Galago_matschiei,Tarsius_dianae,0,0.406289,-0.0499997
11500001,Galago_matschiei,Daubentonia_madagascariensis,4.76364,1.42968,-0.0535679
11500001,Macaca_tonkeana,Macaca_arctoides,58.3762,0.296288,-0.12447
11600001,Galago_matschiei,Tarsius_dianae,0,0.538223,-0.0553568
11600001,Galago_matschiei,Daubentonia_madagascariensis,9.85821,0.599268,-0.04624
11600001,Callithrix_pygmaea,NA,61.4583,0.0779855,-0.145114
11600001,Macaca_tonkeana,Macaca_arctoides,58.3254,0.416862,-0.140251
11700001,Galago_matschiei,Tarsius_dianae,0,0.382275,-0.0518957
11700001,Galago_matschiei,Daubentonia_madagascariensis,7.08129,0.816062,-0.0457169
11700001,Macaca_tonkeana,Macaca_arctoides,58.2225,0.0784002,-0.0165512
11700001,Miopithecus_talapoin,NA,59.6802,2.9741,-0.347329
11800001,Galago_matschiei,Tarsius_dianae,0,0.579728,-0.0568952
11800001,Galago_matschiei,Daubentonia_madagascariensis,13.1776,0.584873,-0.0476614
11800001,Mandrillus_sphinx,Macaca_sylvanus,54.613,0.30119,-0.100561
11900001,Galago_matschiei,Tarsius_dianae,0,0.638176,-0.0595921
11900001,Galago_matschiei,Daubentonia_madagascariensis,11.2546,0.493615,-0.0454427
11900001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.4732,0.137831,-0.0370128
12000001,Galago_matschiei,Tarsius_dianae,0,0.570026,-0.0574286
12000001,Galago_matschiei,Daubentonia_madagascariensis,8.22099,0.793544,-0.0493027
12000001,Hylobates_agilis,NA,64.637,0.151006,-0.0439692
12000001,Pygathrix_brelichi,NA,65.0113,0.97404,-0.0418679
12000001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.8506,0.17399,-0.102929
12100001,Galago_matschiei,Tarsius_dianae,0,0.248862,-0.0544419
12100001,Lepilemur_septentrionalis,NA,59.8638,0.280351,-0.272144
12100001,Galago_matschiei,Daubentonia_madagascariensis,4.67404,0.794858,-0.0414018
12100001,Callicebus_personatus,NA,65.0093,0.417249,-0.247813
12100001,Callithrix_pygmaea,NA,64.0102,1.24443,-0.129326
12100001,Trachypithecus_pileatus,NA,64.6206,0.205058,-0.237424
12100001,Macaca_sylvanus,Macaca_tonkeana,57.039,0.138594,-0.0140283
12100001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.1547,0.0378891,-0.0104394
12200001,Galago_matschiei,Tarsius_dianae,0,0.44923,-0.0600361
12200001,Perodicticus_potto,NA,61.7319,0.0728318,-0.249908
12200001,Galago_matschiei,Daubentonia_madagascariensis,2.0362,0.972189,-0.0472945
12200001,Callithrix_pygmaea,NA,61.693,1.69794,-0.0809925
12200001,Trachypithecus_pileatus,NA,64.7985,0.513577,-0.396155
12200001,Macaca_sylvanus,Macaca_tonkeana,57.0415,0.238798,-0.00613255
12200001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.0239,0.162784,-0.139724
12300001,Galago_matschiei,Tarsius_dianae,0,0.487229,-0.0603369
12300001,Galago_matschiei,Daubentonia_madagascariensis,11.1127,0.683375,-0.0479794
12300001,Trachypithecus_pileatus,NA,64.8403,0.236268,-0.212739
12300001,Macaca_tonkeana,Macaca_arctoides,57.7283,0.149922,-0.00467327
12300001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.1704,0.417087,-0.18163
12400001,Galago_matschiei,Tarsius_dianae,0,0.579932,-0.0609288
12400001,Galago_matschiei,Daubentonia_madagascariensis,5.32353,0.42193,-0.0360315
12400001,Mandrillus_sphinx,Allenopithecus_nigroviridis,48.5639,0.136506,-0.0579132
12500001,Galago_matschiei,Tarsius_dianae,0,0.45518,-0.0601315
12500001,Galago_matschiei,Daubentonia_madagascariensis,2.67128,0.177354,-0.0169564
12500001,Callithrix_pygmaea,NA,62.836,0.584842,-0.0379564
12500001,Macaca_tonkeana,Macaca_arctoides,58.595,0.0957763,-0.0497621
12500001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.7908,0.189604,-0.131291
12600001,Galago_matschiei,Tarsius_dianae,0,0.496475,-0.0561869
12600001,Daubentonia_madagascariensis,NA,63.2568,0.264936,-0.0420404
12600001,Galago_matschiei,Daubentonia_madagascariensis,3.69455,0.255346,-0.0290322
12600001,Macaca_sylvanus,Macaca_tonkeana,56.0892,1.20514,-0.244935
12700001,Galago_matschiei,Tarsius_dianae,0,0.276172,-0.045477
12700001,Microcebus_coquereli,Microcebus_rufus,58.8264,2.29428,-0.196188
12700001,Galago_matschiei,Daubentonia_madagascariensis,9.37902,0.423306,-0.0359306
12700001,Mandrillus_sphinx,Allenopithecus_nigroviridis,52.3493,0.0679269,-0.00614842
12800001,Galago_matschiei,Tarsius_dianae,0,0.242935,-0.0423768
12800001,Galago_matschiei,Daubentonia_madagascariensis,11.5932,0.0910131,-0.00674887
12800001,Mandrillus_sphinx,Allenopithecus_nigroviridis,48.3082,0.671973,-0.146989
12900001,Galago_matschiei,Tarsius_dianae,0,0.308353,-0.0510663
12900001,Galago_matschiei,Daubentonia_madagascariensis,10.988,0.0934639,-0.00935527
12900001,Pongo_pygmaeus,Gorilla_gorilla,47.3125,1.32653,-0.295645
12900001,Mandrillus_sphinx,Allenopithecus_nigroviridis,53.2684,0.0738163,-0.0695843
13000001,Galago_matschiei,Tarsius_dianae,0,0.249279,-0.0476257
13000001,Allocebus_trichotis,Cheirogaleus_medius,53.1913,0.613109,-0.0861694
13000001,Galago_matschiei,Daubentonia_madagascariensis,6.3776,0.0645616,-0.00361733
13000001,Mandrillus_sphinx,Allenopithecus_nigroviridis,52.6398,0.0696721,-0.0133904
13100001,Galago_matschiei,Tarsius_dianae,0,0.25072,-0.0452088
13100001,Galago_matschiei,Perodicticus_potto,26.7422,0.24216,-0.0396356
13100001,Microcebus_coquereli,NA,62.0822,0.900069,-0.202438
13100001,Lepilemur_mustelinus,Phaner_furcifer,32.8246,0.771154,-0.128244
13100001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.2381,0.132783,-0.0768961
13200001,Galago_matschiei,Tarsius_dianae,0,0.144467,-0.0369615
13200001,Galago_matschiei,Daubentonia_madagascariensis,12.1646,0.825146,-0.0436228
13200001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.3452,0.820745,-0.146156
13300001,Galago_matschiei,Tarsius_dianae,0,0.11623,-0.0349693
13300001,Galago_matschiei,Daubentonia_madagascariensis,5.48049,1.49043,-0.0618679
13300001,Lophocebus_albigena,NA,63.2436,0.352784,-0.218846
13300001,Mandrillus_sphinx,Allenopithecus_nigroviridis,51.4942,0.114343,-0.0567197
13400001,Galago_matschiei,Tarsius_dianae,0,0.175813,-0.0430701
13400001,Galago_matschiei,Daubentonia_madagascariensis,6.62342,0.527539,-0.0432316
13400001,Cebus_capucinus,Cebus_albifrons,57.8583,0.206716,-0.1654
13400001,Mandrillus_sphinx,Allenopithecus_nigroviridis,50.3167,0.625654,-0.169665
13500001,Galago_matschiei,Tarsius_dianae,0,0.19966,-0.0465477
13500001,Galago_alleni,NA,62.0501,0.163699,-0.0114711
13500001,Galago_matschiei,Daubentonia_madagascariensis,3.06395,0.571431,-0.0281559
13500001,Cebus_olivaceus,Cebus_capucinus,56.6036,0.180223,-0.182618
13500001,Pygathrix_bieti,NA,64.8929,0.0175773,-0.0360943
13500001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.3861,0.640952,-0.154299
13600001,Galago_matschiei,Tarsius_dianae,0,0.245302,-0.042853
13600001,Galago_matschiei,Daubentonia_madagascariensis,8.09433,0.157897,-0.0139379
13600001,Mandrillus_sphinx,Allenopithecus_nigroviridis,46.7643,0.540521,-0.13373
13700001,Galago_matschiei,Tarsius_dianae,0,0.210083,-0.0420665
13700001,Galago_matschiei,Daubentonia_madagascariensis,8.08668,0.184119,-0.0254086
13700001,Callithrix_pygmaea,NA,64.8957,2.72203,-0.670895
13700001,Mandrillus_sphinx,Allenopithecus_nigroviridis,53.1033,0.0868102,-0.0386894
13800001,Galago_matschiei,Tarsius_dianae,0,0.14826,-0.0407386
13800001,Galago_matschiei,Daubentonia_madagascariensis,11.4661,0.579142,-0.0447699
13800001,Callithrix_pygmaea,NA,62.5651,0.787473,-0.00559537
13800001,Mandrillus_sphinx,Allenopithecus_nigroviridis,53.7244,0.0901082,-0.0597835
13900001,Galago_matschiei,Tarsius_dianae,0,0.156391,-0.0407561
13900001,Otolemur_crassicaudatus,NA,64.6344,0.393353,-0.00203607
13900001,Microcebus_coquereli,Microcebus_rufus,60.0223,0.187408,-0.022028
13900001,Galago_matschiei,Daubentonia_madagascariensis,3.81901,0.499186,-0.0440838
13900001,Callithrix_aurita,NA,62.5023,0.251363,-0.0511265
13900001,Mandrillus_sphinx,Allenopithecus_nigroviridis,46.7879,0.0561115,-0.00205462
14000001,Galago_matschiei,Tarsius_dianae,0,0.15841,-0.0419902
14000001,Galago_matschiei,Daubentonia_madagascariensis,10.2139,0.603657,-0.0371506
14000001,Callithrix_pygmaea,NA,62.514,0.54448,-0.354523
14000001,Mandrillus_sphinx,Allenopithecus_nigroviridis,46.8955,1.03276,-0.143839
14100001,Galago_matschiei,Tarsius_dianae,0,0.224299,-0.0451794
14100001,Galago_matschiei,Daubentonia_madagascariensis,10.2609,0.402101,-0.0334456
14100001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.8127,0.0536653,-0.0150535
14200001,Galago_matschiei,Tarsius_dianae,0,0.511943,-0.0550289
14200001,Galago_matschiei,Daubentonia_madagascariensis,5.54595,1.25197,-0.0423009
14200001,Mandrillus_sphinx,Allenopithecus_nigroviridis,47.2164,0.0737314,-0.00884709
14300001,Galago_matschiei,Tarsius_dianae,0,0.444063,-0.0540999
14300001,Galago_matschiei,Daubentonia_madagascariensis,3.76443,0.149397,-0.0205647
14300001,Mandrillus_sphinx,Allenopithecus_nigroviridis,49.6111,0.113178,-0.0445266
14400001,Galago_matschiei,Tarsius_dianae,0,0.365988,-0.0544133
14400001,Galago_matschiei,Daubentonia_madagascariensis,9.74709,0.104903,-0.0121209
14400001,Callithrix_pygmaea,Callithrix_humeralifera,54.0428,0.522742,-0.187664
14400001,Mandrillus_sphinx,Allenopithecus_nigroviridis,46.7553,0.137218,-0.0436715
14400001,Pongo_pygmaeus,Trachypithecus_geei,19.8996,0.23429,-0.0634325
14500001,Galago_matschiei,Tarsius_dianae,0,0.36563,-0.0537049
14500001,Galago_matschiei,Daubentonia_madagascariensis,0.0448446,0.155016,-0.0217399
14500001,Callimico_goeldii,NA,64.5951,1.3605,-0.4078
14500001,Mandrillus_sphinx,Allenopithecus_nigroviridis,48.1756,0.0754484,-0.0347503
